OBJECTID,CFCA_ID,ACRES_2019,CFCA_ID_1,SiteName,Lake_Wetla,Subsiden_1,FISSURE_V,INVADING_V,EXP_ROOT_V,LEANFALL_V,DEAD_DYE_V,Success,Ridge_or_Plains,Stressed,Ridge,Lon,Lat,WET_NEW,Floodplain,HydroClass,Acres,Classification,Kevin_s_Remark,Kym_s_Kris_s_Lisa_s_Comments,Row,SEQNUM,Column_,ACRES_COMB,XCOORD_UTM,YCOORD_UTM
36,SF-AS,139.7699432,SF-AS,End of Cypress Rd across golf green,W,YES,NO,NO,YES,NO,NO,NO,Ridge,YES,YES,-81.616511000000003,28.359224000000001,STRAND SWAMPS,,2D Strands/Sloughs,144.823518328000010,"Not in Kevin's spreadsheet, but in mine",,Include,220.000000000000000,162408.000000000000000,348.0000000,9.0934887,439790.5000000,3136772.7500000
37,SF-AS,139.7699432,SF-AS,End of Cypress Rd across golf green,W,YES,NO,NO,YES,NO,NO,NO,Ridge,YES,YES,-81.616511000000003,28.359224000000001,STRAND SWAMPS,,2D Strands/Sloughs,144.823518328000010,"Not in Kevin's spreadsheet, but in mine",,Include,219.000000000000000,161668.000000000000000,348.0000000,16.7789536,439770.9375000,3137173.0000000
38,SF-AS,139.7699432,SF-AS,End of Cypress Rd across golf green,W,YES,NO,NO,YES,NO,NO,NO,Ridge,YES,YES,-81.616511000000003,28.359224000000001,STRAND SWAMPS,,2D Strands/Sloughs,144.823518328000010,"Not in Kevin's spreadsheet, but in mine",,Include,218.000000000000000,160928.000000000000000,348.0000000,12.3411884,439932.9375000,3137460.5000000
39,SF-AS,139.7699432,SF-AS,End of Cypress Rd across golf green,W,YES,NO,NO,YES,NO,NO,NO,Ridge,YES,YES,-81.616511000000003,28.359224000000001,STRAND SWAMPS,,2D Strands/Sloughs,144.823518328000010,"Not in Kevin's spreadsheet, but in mine",,Include,218.000000000000000,160929.000000000000000,349.0000000,2.8045559,440108.7500000,3137652.0000000
40,SF-AS,139.7699432,SF-AS,End of Cypress Rd across golf green,W,YES,NO,NO,YES,NO,NO,NO,Ridge,YES,YES,-81.616511000000003,28.359224000000001,STRAND SWAMPS,,2D Strands/Sloughs,144.823518328000010,"Not in Kevin's spreadsheet, but in mine",,Include,217.000000000000000,160189.000000000000000,349.0000000,0.6172193,440152.0000000,3137772.7500000
41,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,224.000000000000000,165371.000000000000000,351.0000000,1.1249642,441178.2187500,3135433.0000000
42,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,223.000000000000000,164631.000000000000000,351.0000000,15.5655050,441124.0937500,3135645.0000000
43,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,222.000000000000000,163891.000000000000000,351.0000000,1.2224630,441125.9062500,3135854.0000000
44,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,221.000000000000000,163151.000000000000000,351.0000000,0.8675631,441193.6875000,3136252.2500000
45,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,224.000000000000000,165372.000000000000000,352.0000000,5.8205323,441495.3437500,3135420.2500000
46,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,223.000000000000000,164632.000000000000000,352.0000000,35.8562584,441409.6875000,3135649.0000000
47,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,222.000000000000000,163892.000000000000000,352.0000000,26.1703777,441505.0000000,3135958.2500000
48,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,221.000000000000000,163152.000000000000000,352.0000000,2.6633120,441306.5312500,3136248.0000000
49,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,223.000000000000000,164633.000000000000000,353.0000000,16.5651989,441718.1562500,3135704.0000000
50,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,222.000000000000000,163893.000000000000000,353.0000000,14.9060926,441757.8437500,3135927.2500000
51,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,223.000000000000000,164634.000000000000000,354.0000000,0.2070610,441992.6875000,3135822.2500000
52,SF-AT,121.1899872,SF-AT,N of Black Lake Rd,W,NO,YES,NO,NO,NO,YES,YES,Ridge,YES,YES,-81.600442999999999,28.344939000000000,SLOUGH MARSH,,2D Strands/Sloughs,72.513820309899998,"Not in Kevin's spreadsheet, but in mine",,Include,222.000000000000000,163894.000000000000000,354.0000000,0.2206558,441989.7812500,3135863.2500000
53,SF-AU,11.7803507,SF-AU,"Providence, SE of US 17/US 92",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.557158999999999,28.210363999999998,BASIN MARSH,,2A-X Isolated Ridges,11.177322729700000,In both spreadsheets,,Include,263.000000000000000,194242.000000000000000,362.0000000,1.5348006,445320.3437500,3120577.2500000
54,SF-AU,11.7803507,SF-AU,"Providence, SE of US 17/US 92",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.557158999999999,28.210363999999998,BASIN MARSH,,2A-X Isolated Ridges,11.177322729700000,In both spreadsheets,,Include,262.000000000000000,193502.000000000000000,362.0000000,9.7958889,445320.4375000,3120646.2500000
55,SF-AU,11.7803507,SF-AU,"Providence, SE of US 17/US 92",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.557158999999999,28.210363999999998,BASIN MARSH,,2A-X Isolated Ridges,11.177322729700000,In both spreadsheets,,Include,261.000000000000000,192762.000000000000000,362.0000000,0.2736820,445350.6250000,3120991.0000000
56,SF-AU,11.7803507,SF-AU,"Providence, SE of US 17/US 92",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.557158999999999,28.210363999999998,BASIN MARSH,,2A-X Isolated Ridges,11.177322729700000,In both spreadsheets,,Include,263.000000000000000,194243.000000000000000,363.0000000,0.0155803,445412.0937500,3120591.5000000
57,SF-AU,11.7803507,SF-AU,"Providence, SE of US 17/US 92",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.557158999999999,28.210363999999998,BASIN MARSH,,2A-X Isolated Ridges,11.177322729700000,In both spreadsheets,,Include,262.000000000000000,193503.000000000000000,363.0000000,0.1603984,445413.6250000,3120636.7500000
58,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,188.000000000000000,138744.000000000000000,364.0000000,6.6099038,445955.6250000,3149128.2500000
59,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,187.000000000000000,138004.000000000000000,364.0000000,11.5115633,446057.5000000,3149237.0000000
60,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,189.000000000000000,139485.000000000000000,365.0000000,0.1500113,446516.6562500,3148789.2500000
61,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,188.000000000000000,138745.000000000000000,365.0000000,11.4386244,446458.0000000,3149119.7500000
62,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,187.000000000000000,138005.000000000000000,365.0000000,16.5206318,446362.7500000,3149238.7500000
63,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,189.000000000000000,139486.000000000000000,366.0000000,0.2758501,446625.6875000,3148789.7500000
64,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,188.000000000000000,138746.000000000000000,366.0000000,22.1318474,446674.5000000,3148995.5000000
65,SF-BG,77.1024857,SF-BG,SE of Lake Butler,W,NO,NO,NO,NO,NO,NO,YES,Ridge,NO,NO,-81.545175999999998,28.468681000000000,BASIN SWAMPS,,2A-X Isolated Ridges,69.509424420100004,In both spreadsheets,,Include,187.000000000000000,138006.000000000000000,366.0000000,8.4640551,446673.1250000,3149239.5000000
66,SF-BI,17.7882347,SF-BI,"E of SR 535, S of Reaves Rd",W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.555667999999997,28.516614000000001,SEEPAGE SWAMPS,,1C Seepage,43.636103976199998,"Not in Kevin's spreadsheet, but in mine",I have it as class 3,Include,173.000000000000000,127643.000000000000000,363.0000000,17.7882347,445695.3125000,3154683.5000000
67,SF-BX,12.7142582,SF-BX,SW of OBT and Americana intersection ,W,YES,NO,YES,YES,NO,NO,YES,Ridge,YES,NO,-81.400369999999995,28.482168999999999,DOME SWAMPS,,1B Depressional Xeric,9.237874979630000,In both spreadsheets,Not in my data,"Include, site name added",184.000000000000000,135823.000000000000000,403.0000000,6.3128285,460798.7812500,3150638.5000000
68,SF-BX,12.7142582,SF-BX,SW of OBT and Americana intersection ,W,YES,NO,YES,YES,NO,NO,YES,Ridge,YES,NO,-81.400369999999995,28.482168999999999,DOME SWAMPS,,1B Depressional Xeric,9.237874979630000,In both spreadsheets,Not in my data,"Include, site name added",183.000000000000000,135083.000000000000000,403.0000000,6.4014297,460811.6875000,3150753.0000000
69,SF-BY,59.1445084,SF-BY,Lake Fran Cons. Easement off  Metrowest Rd,W,YES,NO,NO,YES,YES,NO,YES,Ridge,YES,NO,-81.451847999999998,28.520849999999999,BASIN SWAMPS,,2A-X Isolated Ridges,50.773113716899999,In both spreadsheets,,Include,173.000000000000000,127669.000000000000000,389.0000000,3.8252387,455662.2187500,3154771.7500000
70,SF-BY,59.1445084,SF-BY,Lake Fran Cons. Easement off  Metrowest Rd,W,YES,NO,NO,YES,YES,NO,YES,Ridge,YES,NO,-81.451847999999998,28.520849999999999,BASIN SWAMPS,,2A-X Isolated Ridges,50.773113716899999,In both spreadsheets,,Include,172.000000000000000,126929.000000000000000,389.0000000,4.7431931,455664.4375000,3155054.5000000
71,SF-BY,59.1445084,SF-BY,Lake Fran Cons. Easement off  Metrowest Rd,W,YES,NO,NO,YES,YES,NO,YES,Ridge,YES,NO,-81.451847999999998,28.520849999999999,BASIN SWAMPS,,2A-X Isolated Ridges,50.773113716899999,In both spreadsheets,,Include,173.000000000000000,127670.000000000000000,390.0000000,10.6680946,455801.0312500,3154795.0000000
72,SF-BY,59.1445084,SF-BY,Lake Fran Cons. Easement off  Metrowest Rd,W,YES,NO,NO,YES,YES,NO,YES,Ridge,YES,NO,-81.451847999999998,28.520849999999999,BASIN SWAMPS,,2A-X Isolated Ridges,50.773113716899999,In both spreadsheets,,Include,172.000000000000000,126930.000000000000000,390.0000000,31.0322742,455880.4062500,3155076.0000000
73,SF-BY,59.1445084,SF-BY,Lake Fran Cons. Easement off  Metrowest Rd,W,YES,NO,NO,YES,YES,NO,YES,Ridge,YES,NO,-81.451847999999998,28.520849999999999,BASIN SWAMPS,,2A-X Isolated Ridges,50.773113716899999,In both spreadsheets,,Include,172.000000000000000,126931.000000000000000,391.0000000,8.8757067,456152.4687500,3155105.0000000
74,SF-BZ,24.4469986,SF-BZ,"City of Orlando, Eagle Nest Park ",W,YES,NO,NO,YES,NO,NO,NO,Plains,YES,NO,-81.443911000000000,28.509442000000000,BASIN SWAMPS,,2A-M Large Isolated,26.908922418700001,In both spreadsheets,Not in my data,"Include, site name added",176.000000000000000,129891.000000000000000,391.0000000,1.2874544,456429.7500000,3153706.5000000
75,SF-BZ,24.4469986,SF-BZ,"City of Orlando, Eagle Nest Park ",W,YES,NO,NO,YES,NO,NO,NO,Plains,YES,NO,-81.443911000000000,28.509442000000000,BASIN SWAMPS,,2A-M Large Isolated,26.908922418700001,In both spreadsheets,Not in my data,"Include, site name added",175.000000000000000,129151.000000000000000,391.0000000,1.3983058,456430.9687500,3153791.7500000
